n,input,val
279, 0.416339, 0.914569
280, 0.247349, 0.969563
281, 0.182287, 0.983425
282, 0.081920, 0.996644
283, 0.958786, 0.574536
284, 0.511244, 0.872145
285, 0.920639, 0.605323
286, 0.635569, 0.804726
287, 0.505100, 0.875113
288, 0.873043, 0.642502
289, 0.670986, 0.783213
290, 0.982770, 0.554695
291, 0.078967, 0.996881
292, 0.285374, 0.959560
293, 0.282632, 0.960328
294, 0.498378, 0.878366
295, 0.030423, 0.999540
296, 0.735285, 0.741635
297, 0.640157, 0.802000
298, 0.335337, 0.944303
299, 0.187804, 0.982414
300, 0.706647, 0.760525
301, 0.874302, 0.641518
302, 0.274495, 0.962563
303, 0.859115, 0.653103
304, 0.237422, 0.971951
305, 0.332092, 0.945366
306, 0.431670, 0.908268
307, 0.766586, 0.720284
308, 0.556631, 0.849038
309, 0.115717, 0.993306
310, 0.541260, 0.857065
311, 0.673047, 0.781922
312, 0.593412, 0.829029
313, 0.687238, 0.773017
314, 0.946989, 0.584141
315, 0.866453, 0.647536
316, 0.671335, 0.782986
317, 0.537160, 0.859163
318, 0.621031, 0.813288
319, 0.178607, 0.984097
320, 0.651634, 0.795092
321, 0.083299, 0.996533
322, 0.385179, 0.926734
323, 0.698376, 0.765892
324, 0.870242, 0.644650
325, 0.077781, 0.996971
326, 0.210686, 0.977890
327, 0.836613, 0.669989
328, 0.144489, 0.989580
329, 0.201516, 0.979761
330, 0.798332, 0.697887
331, 0.967727, 0.567172
332, 0.109934, 0.993958
333, 0.924490, 0.602256
334, 0.072439, 0.997374
335, 0.274783, 0.962479
336, 0.514337, 0.870619
337, 0.415866, 0.914765
338, 0.419678, 0.913231
339, 0.503735, 0.875790
340, 0.694452, 0.768395
341, 0.681656, 0.776527
342, 0.152115, 0.988457
343, 0.647725, 0.797455
344, 0.245652, 0.969980
345, 0.093212, 0.995654
346, 0.904116, 0.618401
347, 0.109048, 0.994058
348, 0.960334, 0.573239
349, 0.616964, 0.815625
350, 0.787884, 0.705367
351, 0.285065, 0.959645
352, 0.806253, 0.692227
353, 0.627009, 0.809794
354, 0.503600, 0.875847
355, 0.717695, 0.753310
356, 0.281379, 0.960668
357, 0.191658, 0.981691
358, 0.167825, 0.985947
359, 0.452072, 0.899526
360, 0.024897, 0.999688
361, 0.658462, 0.790928
362, 0.545052, 0.855108
363, 0.941319, 0.588724
364, 0.013368, 0.999912
365, 0.144174, 0.989624
366, 0.937870, 0.591484
367, 0.513895, 0.870829
368, 0.699988, 0.764830
369, 0.809441, 0.689893
370, 0.069279, 0.997601
371, 0.817877, 0.683777
372, 0.209850, 0.978052
373, 0.542117, 0.856625
374, 0.037909, 0.999280
375, 0.177566, 0.984279
376, 0.514401, 0.870590
377, 0.660248, 0.789845
378, 0.281298, 0.960702
379, 0.561133, 0.846645
380, 0.599380, 0.825668
381, 0.802180, 0.695129
382, 0.867683, 0.646605
383, 0.295803, 0.956568
384, 0.215765, 0.976815
385, 0.177449, 0.984300
386, 0.807533, 0.691304
387, 0.161757, 0.986947
388, 0.703155, 0.762821
389, 0.389319, 0.925166
390, 0.493484, 0.880689
391, 0.259612, 0.966490
392, 0.866832, 0.647258
393, 0.051573, 0.998668
394, 0.900719, 0.621036
395, 0.660581, 0.789619
396, 0.983489, 0.554136
397, 0.237526, 0.971922
398, 0.956538, 0.576336
399, 0.603906, 0.823113
400, 0.042611, 0.999092
401, 0.323856, 0.948016
402, 0.515032, 0.870290
403, 0.399340, 0.921323
404, 0.397217, 0.922151
405, 0.649422, 0.796421
406, 0.499707, 0.877725
407, 0.656063, 0.792418
408, 0.168870, 0.985774
409, 0.279500, 0.961192
410, 0.610650, 0.819283
411, 0.619805, 0.813999
412, 0.833362, 0.672386
413, 0.036512, 0.999331
414, 0.961221, 0.572539
415, 0.878271, 0.638473
416, 0.375695, 0.930243
417, 0.976841, 0.559661
418, 0.933609, 0.594921
419, 0.680635, 0.777180
420, 0.433947, 0.907319
421, 0.072055, 0.997406
422, 0.660561, 0.789656
423, 0.667987, 0.785065
424, 0.336356, 0.943963
425, 0.151446, 0.988554
426, 0.018620, 0.999825
427, 0.050053, 0.998745
428, 0.510854, 0.872324
429, 0.038628, 0.999254
430, 0.582985, 0.834818
431, 0.354056, 0.937972
432, 0.915645, 0.609297
433, 0.803564, 0.694164
434, 0.408423, 0.917747
435, 0.893060, 0.627046
436, 0.791286, 0.702940
437, 0.904559, 0.618017
438, 0.201402, 0.979784
439, 0.634432, 0.805414
440, 0.531480, 0.862055
441, 0.775589, 0.713987
442, 0.759874, 0.724923
443, 0.628493, 0.808902
444, 0.835673, 0.670670
445, 0.115621, 0.993320
446, 0.483091, 0.885556
447, 0.747766, 0.733226
448, 0.378508, 0.929209
449, 0.257783, 0.966953
450, 0.452373, 0.899421
451, 0.469708, 0.891710
452, 0.479260, 0.887338
453, 0.483916, 0.885188
454, 0.212837, 0.977438
455, 0.803830, 0.693943
456, 0.328056, 0.946670
457, 0.574312, 0.839556
458, 0.111387, 0.993795
459, 0.648890, 0.796755
460, 0.219066, 0.976093
461, 0.691464, 0.770308
462, 0.589290, 0.831342
463, 0.230070, 0.973648
464, 0.319346, 0.949439
465, 0.859707, 0.652641
466, 0.030785, 0.999524
467, 0.224158, 0.974979
468, 0.474169, 0.889659
469, 0.621110, 0.813217
470, 0.244306, 0.970304
471, 0.520193, 0.867722
472, 0.809851, 0.689624
473, 0.281977, 0.960500
474, 0.677075, 0.779402
475, 0.763551, 0.722397
476, 0.512169, 0.871668
477, 0.292301, 0.957580
478, 0.876695, 0.639691
479, 0.894210, 0.626143
480, 0.121937, 0.992570
481, 0.097138, 0.995284
482, 0.667227, 0.785522
483, 0.409866, 0.917168
484, 0.874428, 0.641424
485, 0.884743, 0.633489
486, 0.511553, 0.871996
487, 0.017532, 0.999844
488, 0.262973, 0.965622
489, 0.644664, 0.799291
490, 0.330852, 0.945762
491, 0.130066, 0.991549
492, 0.400753, 0.920774
493, 0.877936, 0.638753
494, 0.465394, 0.893640
495, 0.138808, 0.990378
496, 0.995605, 0.543986
497, 0.816131, 0.685060
498, 0.411842, 0.916386
499, 0.990923, 0.547924
500, 0.585375, 0.833506
501, 0.315856, 0.950525
502, 0.522701, 0.866474
503, 0.309906, 0.952371
504, 0.460229, 0.895953
505, 0.708741, 0.759177
506, 0.156815, 0.987729
507, 0.820411, 0.681906
508, 0.549583, 0.852728
509, 0.586457, 0.832897
510, 0.447782, 0.901415
511, 0.241568, 0.970966
512, 0.091340, 0.995834
513, 0.995767, 0.543836
514, 0.401736, 0.920393
515, 0.164864, 0.986441
516, 0.720362, 0.751581
517, 0.682971, 0.775721
518, 0.426724, 0.910328
519, 0.615656, 0.816401
520, 0.076786, 0.997046
521, 0.585823, 0.833267
522, 0.222941, 0.975248
523, 0.118427, 0.992994
524, 0.799004, 0.697407
525, 0.789789, 0.703983
526, 0.934493, 0.594233
527, 0.624819, 0.811079
528, 0.747071, 0.733683
529, 0.643889, 0.799770
530, 0.272400, 0.963121
531, 0.715955, 0.754473
532, 0.685286, 0.774256
533, 0.083950, 0.996478
534, 0.439369, 0.905025
535, 0.181735, 0.983524
536, 0.866307, 0.647630
537, 0.882703, 0.635044
538, 0.759874, 0.724923
539, 0.443464, 0.903279
540, 0.387632, 0.925816
541, 0.979194, 0.557689
542, 0.982938, 0.554594
543, 0.623704, 0.811725
544, 0.739835, 0.738600
545, 0.677651, 0.779058
546, 0.143646, 0.989700
547, 0.017834, 0.999838
548, 0.437253, 0.905930
549, 0.488272, 0.883136
550, 0.898893, 0.622471
551, 0.996140, 0.543527
552, 0.208613, 0.978323
553, 0.054911, 0.998492
554, 0.783628, 0.708369
555, 0.311708, 0.951806
556, 0.261751, 0.965937
557, 0.944671, 0.586019
558, 0.940350, 0.589512
559, 0.681878, 0.776373
560, 0.604424, 0.822837
561, 0.533014, 0.861280
562, 0.396831, 0.922290
563, 0.666152, 0.786201
564, 0.518983, 0.868327
565, 0.658406, 0.790966
566, 0.440999, 0.904321
567, 0.412166, 0.916265
568, 0.857668, 0.654209
569, 0.250394, 0.968809
570, 0.493847, 0.880515
571, 0.201268, 0.979809
572, 0.878071, 0.638659
573, 0.949620, 0.582007
574, 0.887821, 0.631124
575, 0.536598, 0.859443
576, 0.917647, 0.607699
577, 0.349938, 0.939403
578, 0.076048, 0.997109
579, 0.023801, 0.999716
580, 0.012652, 0.999919
581, 0.760908, 0.724210
582, 0.052898, 0.998604
583, 0.876202, 0.640065
584, 0.515993, 0.869809
585, 0.224220, 0.974966
586, 0.991618, 0.547312
587, 0.641091, 0.801452
588, 0.355560, 0.937442
589, 0.100807, 0.994921
590, 0.906764, 0.616291
591, 0.833819, 0.672070
592, 0.288390, 0.958696
593, 0.373402, 0.931091
594, 0.578083, 0.837496
595, 0.622138, 0.812649
596, 0.373833, 0.930937
597, 0.845389, 0.663437
598, 0.964195, 0.570086
599, 0.469915, 0.891602
600, 0.582303, 0.835186
601, 0.094890, 0.995501
602, 0.086264, 0.996278
603, 0.516103, 0.869748
604, 0.227873, 0.974147
605, 0.842257, 0.665764
606, 0.398268, 0.921723
607, 0.453050, 0.899102
608, 0.979884, 0.557131
609, 0.163538, 0.986660
610, 0.438236, 0.905493
611, 0.600059, 0.825291
612, 0.041829, 0.999125
613, 0.201448, 0.979773
614, 0.051064, 0.998696
615, 0.566563, 0.843744
616, 0.406887, 0.918355
617, 0.546569, 0.854318
618, 0.293025, 0.957368
619, 0.690268, 0.771076
620, 0.234300, 0.972675
621, 0.429107, 0.909336
622, 0.262741, 0.965685
623, 0.340100, 0.942726
624, 0.965793, 0.568780
625, 0.789691, 0.704069
626, 0.565084, 0.844529
627, 0.397653, 0.921960
628, 0.620742, 0.813433
629, 0.368626, 0.932816
630, 0.263711, 0.965430
631, 0.278687, 0.961412
632, 0.987880, 0.550475
633, 0.028106, 0.999604
634, 0.656574, 0.792085
635, 0.814304, 0.686392
636, 0.407769, 0.918016
637, 0.332262, 0.945305
638, 0.985809, 0.552204
639, 0.562169, 0.846093
640, 0.129670, 0.991605
641, 0.861917, 0.650974
642, 0.320924, 0.948940
643, 0.971093, 0.564406
644, 0.129783, 0.991590
645, 0.241318, 0.971024
646, 0.129119, 0.991675
647, 0.259246, 0.966581
648, 0.594726, 0.828312
649, 0.027720, 0.999616
650, 0.862918, 0.650233
651, 0.824423, 0.678998
652, 0.017118, 0.999851
653, 0.755779, 0.727734
654, 0.170330, 0.985525
655, 0.332724, 0.945166
656, 0.601704, 0.824358
657, 0.498053, 0.878511
658, 0.479496, 0.887223
659, 0.079347, 0.996849
660, 0.175427, 0.984654
661, 0.248060, 0.969381
662, 0.225358, 0.974707
663, 0.529155, 0.863227
664, 0.656683, 0.792010
665, 0.080665, 0.996745
666, 0.317901, 0.949900
667, 0.371245, 0.931869
668, 0.541302, 0.857035
669, 0.784953, 0.707418
670, 0.397431, 0.922057
671, 0.622090, 0.812649
672, 0.231284, 0.973371
673, 0.603793, 0.823182
674, 0.412589, 0.916092
675, 0.929743, 0.598057
676, 0.745774, 0.734550
677, 0.961418, 0.572341
678, 0.263960, 0.965367
679, 0.059895, 0.998206
680, 0.747814, 0.733184
681, 0.264526, 0.965208
682, 0.568212, 0.842855
683, 0.462943, 0.894732
684, 0.639150, 0.802618
685, 0.092867, 0.995685
686, 0.085408, 0.996351
687, 0.392325, 0.924027
688, 0.262466, 0.965748
689, 0.625887, 0.810439
690, 0.955896, 0.576883
691, 0.877351, 0.639174
692, 0.512575, 0.871490
693, 0.679620, 0.777793
694, 0.646913, 0.797934
695, 0.559178, 0.847685
696, 0.979384, 0.557535
697, 0.022032, 0.999755
698, 0.714131, 0.755673
699, 0.182251, 0.983437
700, 0.873576, 0.642080
701, 0.585424, 0.833473
702, 0.837820, 0.669081
703, 0.190571, 0.981900
704, 0.755727, 0.727774
705, 0.693487, 0.769019
706, 0.375818, 0.930200
707, 0.171156, 0.985390
708, 0.892733, 0.627282
709, 0.482894, 0.885642
710, 0.678278, 0.778638
711, 0.009227, 0.999957
712, 0.919596, 0.606147
713, 0.693009, 0.769330
714, 0.406011, 0.918693
715, 0.662113, 0.788682
716, 0.597378, 0.826808
717, 0.828377, 0.676082
718, 0.225061, 0.974773
719, 0.522378, 0.866623
720, 0.527110, 0.864273
721, 0.258430, 0.966784
722, 0.796571, 0.699154
723, 0.146902, 0.989225
724, 0.512236, 0.871637
725, 0.974835, 0.561330
726, 0.601212, 0.824636
727, 0.709970, 0.758384
728, 0.643025, 0.800283
729, 0.604117, 0.823010
730, 0.722465, 0.750168
731, 0.798144, 0.698019
732, 0.752854, 0.729733
733, 0.543344, 0.855995
734, 0.620673, 0.813503
735, 0.824258, 0.679088
736, 0.698839, 0.765574
737, 0.450719, 0.900141
738, 0.444652, 0.902756
739, 0.001050, 0.999997
740, 0.975367, 0.560872
741, 0.340871, 0.942465
742, 0.892910, 0.627139
743, 0.601913, 0.824255
744, 0.011540, 0.999933
745, 0.426096, 0.910578
746, 0.791097, 0.703070
747, 0.656452, 0.792159
748, 0.223026, 0.975235
749, 0.851997, 0.658492
750, 0.208590, 0.978323
751, 0.681677, 0.776527
752, 0.717415, 0.753510
753, 0.849355, 0.660463
754, 0.219215, 0.976065
755, 0.561240, 0.846581
756, 0.814264, 0.686392
757, 0.460773, 0.895711
758, 0.376464, 0.929973
759, 0.204581, 0.979148
760, 0.148839, 0.988938
761, 0.232133, 0.973174
762, 0.526204, 0.864703
763, 0.421553, 0.912459
764, 0.642126, 0.800832
765, 0.257314, 0.967077
766, 0.184016, 0.983115
767, 0.913613, 0.610890
768, 0.239823, 0.971375
769, 0.699692, 0.765026
770, 0.496017, 0.879471
771, 0.514682, 0.870439
772, 0.022306, 0.999749
773, 0.568826, 0.842529
774, 0.293626, 0.957191
775, 0.324823, 0.947705
776, 0.635637, 0.804689
777, 0.746329, 0.734179
778, 0.415878, 0.914765
779, 0.239784, 0.971389
780, 0.070874, 0.997489
781, 0.546672, 0.854255
782, 0.082501, 0.996598
783, 0.986399, 0.551697
784, 0.959596, 0.573840
785, 0.255479, 0.967545
786, 0.812926, 0.687368
787, 0.585908, 0.833200
788, 0.503137, 0.876081
789, 0.332614, 0.945185
790, 0.119690, 0.992839
791, 0.483731, 0.885274
792, 0.565756, 0.844170
793, 0.127018, 0.991939
794, 0.987121, 0.551084
795, 0.667530, 0.785371
796, 0.511783, 0.871876
797, 0.852476, 0.658123
798, 0.682836, 0.775799
799, 0.646638, 0.798117
800, 0.585809, 0.833267
801, 0.355367, 0.937529
802, 0.260456, 0.966268
803, 0.387888, 0.925697
804, 0.939062, 0.590549
805, 0.188035, 0.982368
806, 0.184936, 0.982950
807, 0.500292, 0.877433
808, 0.608732, 0.820366
809, 0.754367, 0.728696
810, 0.505719, 0.874821
811, 0.849560, 0.660326
812, 0.724842, 0.748593
813, 0.980641, 0.556473
814, 0.633219, 0.806135
815, 0.394226, 0.923304
816, 0.143340, 0.989746
817, 0.028731, 0.999588
818, 0.105030, 0.994484
819, 0.324495, 0.947803
820, 0.841928, 0.666039
821, 0.292927, 0.957402
822, 0.690044, 0.771232
823, 0.572724, 0.840420
824, 0.965705, 0.568830
825, 0.354280, 0.937888
826, 0.721417, 0.750857
827, 0.249456, 0.969050
828, 0.048492, 0.998824
829, 0.784340, 0.707852
830, 0.440681, 0.904452
831, 0.170721, 0.985462
832, 0.875758, 0.640396
833, 0.332844, 0.945127
834, 0.499470, 0.877841
835, 0.216446, 0.976661
836, 0.740124, 0.738391
837, 0.513320, 0.871128
838, 0.059364, 0.998240
839, 0.233684, 0.972819
840, 0.926143, 0.600941
841, 0.859685, 0.652687
842, 0.142191, 0.989903
843, 0.950344, 0.581410
844, 0.778208, 0.712190
845, 0.788786, 0.704718
846, 0.334616, 0.944544
847, 0.134198, 0.991012
848, 0.646639, 0.798117
849, 0.221612, 0.975545
850, 0.178336, 0.984138
851, 0.475821, 0.888907
852, 0.420728, 0.912785
853, 0.403561, 0.919675
854, 0.359638, 0.936033
855, 0.441820, 0.903985
856, 0.977013, 0.559510
857, 0.154677, 0.988061
858, 0.507824, 0.873813
859, 0.458617, 0.896656
860, 0.949363, 0.582206
861, 0.431111, 0.908497
862, 0.360258, 0.935797
863, 0.348100, 0.940031
864, 0.194807, 0.981083
865, 0.503857, 0.875727
866, 0.888906, 0.630273
867, 0.884949, 0.633346
868, 0.729927, 0.745228
869, 0.153150, 0.988297
870, 0.316473, 0.950336
871, 0.528237, 0.863687
872, 0.427267, 0.910096
873, 0.735388, 0.741555
874, 0.926363, 0.600746
875, 0.794840, 0.700419
876, 0.955777, 0.576985
877, 0.136482, 0.990700
878, 0.470806, 0.891215
879, 0.347109, 0.940363
880, 0.247625, 0.969491
881, 0.335378, 0.944283
882, 0.065565, 0.997851
883, 0.562434, 0.845962
884, 0.481272, 0.886407
885, 0.917820, 0.607553
886, 0.880343, 0.636882
887, 0.461128, 0.895547
888, 0.632473, 0.806569
889, 0.822696, 0.680249
890, 0.631063, 0.807399
891, 0.663272, 0.787971
892, 0.154483, 0.988088
893, 0.976086, 0.560267
894, 0.961404, 0.572391
895, 0.576609, 0.838328
896, 0.677844, 0.778943
897, 0.672389, 0.782336
898, 0.009916, 0.999951
899, 0.741298, 0.737611
900, 0.373981, 0.930870
901, 0.798927, 0.697495
902, 0.921812, 0.604397
903, 0.643846, 0.799807
904, 0.481097, 0.886493
905, 0.044623, 0.999002
906, 0.603910, 0.823113
907, 0.873218, 0.642361
908, 0.304323, 0.954045
909, 0.813415, 0.687012
910, 0.918007, 0.607408
911, 0.352465, 0.938522
912, 0.947303, 0.583889
913, 0.163271, 0.986698
914, 0.684779, 0.774563
915, 0.760260, 0.724671
916, 0.326024, 0.947317
917, 0.952413, 0.579721
918, 0.065916, 0.997826
919, 0.939747, 0.590006
920, 0.178880, 0.984039
921, 0.939318, 0.590351
922, 0.488467, 0.883050
923, 0.160446, 0.987152
924, 0.204869, 0.979085
925, 0.610987, 0.819075
926, 0.033173, 0.999449
927, 0.973535, 0.562387
928, 0.358858, 0.936291
929, 0.539510, 0.857974
930, 0.261131, 0.966094
931, 0.397845, 0.921889
932, 0.122877, 0.992457
933, 0.865068, 0.648606
934, 0.501795, 0.876729
935, 0.540069, 0.857660
936, 0.884806, 0.633439
937, 0.681628, 0.776566
938, 0.373378, 0.931091
939, 0.343946, 0.941438
940, 0.086598, 0.996253
941, 0.909129, 0.614413
942, 0.762657, 0.722986
943, 0.659151, 0.790518
944, 0.479867, 0.887055
945, 0.154142, 0.988140
946, 0.866780, 0.647304
947, 0.579134, 0.836928
948, 0.616453, 0.815947
949, 0.700454, 0.764555
950, 0.419634, 0.913231
951, 0.377558, 0.929568
952, 0.755052, 0.728236
953, 0.076137, 0.997104
954, 0.262160, 0.965826
955, 0.571112, 0.841310
956, 0.996891, 0.542910
957, 0.370397, 0.932178
958, 0.955140, 0.577483
959, 0.796603, 0.699154
960, 0.850338, 0.659731
961, 0.375536, 0.930312
962, 0.667820, 0.785179
963, 0.775132, 0.714329
964, 0.723412, 0.749563
965, 0.758344, 0.725973
966, 0.126394, 0.992018
967, 0.757385, 0.726648
968, 0.783801, 0.708238
969, 0.455972, 0.897843
970, 0.448579, 0.901072
971, 0.471744, 0.890772
972, 0.473203, 0.890106
973, 0.676373, 0.779860
974, 0.376302, 0.930041
975, 0.288184, 0.958765
976, 0.089967, 0.995953
977, 0.544859, 0.855202
978, 0.562514, 0.845929
979, 0.313876, 0.951148
980, 0.011713, 0.999931
981, 0.478577, 0.887644
982, 0.468506, 0.892238
983, 0.446755, 0.901861
984, 0.835600, 0.670713
985, 0.148419, 0.989004
986, 0.683850, 0.775139
987, 0.576835, 0.838197
988, 0.038180, 0.999272
989, 0.936767, 0.592367
990, 0.561372, 0.846516
991, 0.302263, 0.954665
992, 0.114733, 0.993422
993, 0.615707, 0.816367
994, 0.475870, 0.888907
995, 0.549109, 0.852982
996, 0.572540, 0.840517
997, 0.021668, 0.999761
998, 0.537375, 0.859070
