n,input,val
111, 247.699295, 36550.128906
112, 161.703278, 25327.796875
113, 90.384155, 7864.197266
114, 95.115211, 8797.485352
115, 86.695152, 7171.466797
116, 0.682590, 0.595136
117, 187.194687, 31454.298828
118, 150.566696, 22394.091797
119, 152.941605, 23024.828125
120, 223.661957, 36803.640625
121, 78.272148, 5709.051758
122, 3.373496, 8.085865
123, 254.743576, 35724.214844
124, 136.320892, 18612.267578
125, 211.799667, 35689.824219
126, 236.823685, 37124.976562
127, 0.755793, 0.689365
128, 114.978928, 13209.318359
129, 185.231888, 31030.906250
130, 77.653854, 5608.440918
131, 238.822357, 37081.710938
132, 28.666912, 600.837158
133, 83.037994, 6515.823242
134, 31.010983, 714.064331
135, 233.797363, 37146.101562
136, 224.636551, 36862.394531
137, 229.039215, 37060.636719
138, 64.470490, 3687.111816
139, 134.839401, 18223.130859
140, 244.531189, 36803.890625
141, 61.970505, 3371.576416
142, 103.688599, 10609.821289
143, 245.958344, 36698.187500
144, 233.345123, 37144.300781
145, 181.136292, 30114.091797
146, 25.254061, 455.734070
147, 176.303726, 28984.054688
148, 219.970581, 36535.125000
149, 63.404198, 3550.670654
150, 69.267006, 4336.210938
151, 247.083618, 36605.390625
152, 25.776773, 476.479004
153, 108.483696, 11686.428711
154, 229.395905, 37073.226562
155, 237.793976, 37106.695312
156, 28.156902, 577.691345
157, 233.102280, 37142.468750
158, 97.988152, 9387.938477
159, 201.908722, 34258.234375
160, 23.368292, 385.250885
161, 83.849739, 6658.646973
162, 1.185580, 1.363167
163, 234.655441, 37146.035156
164, 156.641754, 24003.074219
165, 52.571060, 2323.879150
166, 27.551123, 550.850159
167, 68.694626, 4255.771484
168, 36.015583, 994.359863
169, 132.655396, 17652.150391
170, 150.798477, 22455.888672
171, 56.034950, 2684.577148
172, 159.495468, 24752.253906
173, 251.118683, 36195.589844
174, 136.809738, 18741.005859
175, 40.216774, 1271.813110
176, 209.264404, 35363.828125
177, 207.762802, 35156.058594
178, 75.347015, 5241.267090
179, 132.317978, 17564.250000
180, 8.079722, 42.707718
181, 91.670563, 8113.096191
182, 78.309242, 5715.155762
183, 6.527322, 28.081858
184, 187.691299, 31560.496094
185, 232.394943, 37136.070312
186, 231.346268, 37119.675781
187, 65.687698, 3846.422607
188, 121.556587, 14818.072266
189, 24.823410, 439.045197
190, 69.718719, 4400.315918
191, 198.898743, 33745.347656
192, 215.801834, 36145.371094
193, 39.583084, 1227.441650
194, 140.793640, 19794.318359
195, 211.720261, 35679.738281
196, 35.889984, 986.670898
197, 236.040817, 37137.636719
198, 69.499931, 4369.215820
199, 140.421463, 19695.574219
200, 123.627274, 15336.607422
201, 203.845856, 34570.453125
202, 0.454037, 0.339013
203, 237.468857, 37114.683594
204, 11.697284, 89.976097
205, 26.154009, 491.769226
206, 190.056091, 32053.796875
207, 88.705139, 7544.997070
208, 187.038742, 31421.035156
209, 254.731552, 35727.472656
210, 85.324409, 6921.957520
211, 41.433018, 1359.565430
212, 250.541275, 36261.808594
213, 163.571808, 25810.925781
214, 34.243374, 888.973572
215, 143.623596, 20546.013672
216, 47.634678, 1860.151733
217, 19.797310, 269.940460
218, 152.886185, 23010.113281
219, 237.746552, 37107.550781
220, 107.496788, 11461.435547
221, 41.224953, 1344.293945
222, 111.013550, 12271.154297
223, 138.196396, 19106.750000
224, 142.305603, 20195.660156
225, 245.845215, 36705.558594
226, 119.126511, 14216.625000
227, 24.254009, 417.517487
228, 76.821640, 5474.535156
229, 140.462936, 19706.605469
230, 24.901445, 442.043976
231, 15.995650, 171.993759
232, 95.218628, 8818.540039
233, 0.009401, 0.004748
234, 60.537117, 3197.720459
235, 132.378616, 17580.039062
236, 82.058380, 6345.477539
237, 240.397095, 37026.074219
238, 72.096588, 4746.071777
239, 54.493191, 2520.418701
240, 145.680161, 21093.380859
241, 65.773186, 3857.755371
242, 225.533707, 36911.437500
243, 1.690764, 2.421633
244, 97.312233, 9247.528320
245, 80.906052, 6148.202148
246, 145.080109, 20933.662109
247, 75.001205, 5187.386719
248, 113.694908, 12902.710938
249, 130.369278, 17058.412109
250, 59.574730, 3083.732666
251, 253.395126, 35912.605469
252, 131.536560, 17361.035156
253, 15.438973, 159.705154
254, 131.420441, 17330.878906
255, 135.463608, 18386.917969
256, 9.633267, 60.687916
257, 61.479916, 3311.454834
258, 246.139069, 36684.242188
259, 81.039703, 6170.911133
260, 97.137276, 9211.237305
261, 168.527618, 27074.216797
262, 228.388367, 37038.785156
263, 101.932068, 10226.388672
264, 88.021614, 7416.975586
265, 101.965599, 10233.611328
266, 127.345390, 16280.300781
267, 170.298370, 27517.699219
268, 81.445610, 6240.201660
269, 62.663746, 3457.550537
270, 155.487076, 23698.572266
271, 128.953629, 16693.046875
272, 145.201477, 20965.890625
273, 154.854568, 23531.457031
274, 152.721893, 22966.529297
275, 252.884933, 35978.718750
276, 34.263676, 890.161133
277, 136.997559, 18790.498047
278, 6.453487, 27.465996
279, 106.166321, 11160.760742
280, 63.074032, 3508.918701
281, 46.483208, 1760.355103
282, 20.889658, 302.753998
283, 244.490341, 36806.011719
284, 130.367218, 17057.873047
285, 234.762848, 37145.148438
286, 162.070023, 25422.591797
287, 128.800629, 16653.681641
288, 222.626068, 36736.285156
289, 171.101395, 27717.171875
290, 250.606461, 36255.523438
291, 20.136641, 279.896057
292, 72.770332, 4846.539551
293, 72.071198, 4742.340820
294, 127.086357, 16214.061523
295, 7.757774, 39.402199
296, 187.497574, 31519.546875
297, 163.240036, 25725.558594
298, 85.510941, 6955.666016
299, 47.889900, 1882.719238
300, 180.194977, 29898.287109
301, 222.946945, 36758.218750
302, 69.996269, 4440.003906
303, 219.074234, 36459.285156
304, 60.542683, 3198.305664
305, 84.683342, 6806.828613
306, 110.075890, 12053.161133
307, 195.479446, 33122.378906
308, 141.940872, 20098.824219
309, 29.507927, 640.181702
310, 138.021255, 19060.541016
311, 171.626938, 27847.421875
312, 151.319962, 22594.416016
313, 175.245636, 28730.000000
314, 241.482315, 36979.285156
315, 220.945404, 36613.046875
316, 171.190353, 27739.445312
317, 136.975861, 18784.718750
318, 158.362961, 24455.667969
319, 45.544823, 1681.380493
320, 166.166779, 26476.134766
321, 21.241306, 313.772461
322, 98.220695, 9436.520508
323, 178.085938, 29406.839844
324, 221.911697, 36684.980469
325, 19.834150, 271.017365
326, 53.724949, 2440.814209
327, 213.336349, 35873.097656
328, 36.844700, 1046.005615
329, 51.386517, 2207.204590
330, 203.574677, 34528.046875
331, 246.770508, 36631.914062
332, 28.033073, 572.142639
333, 235.745041, 37140.968750
334, 18.472036, 232.967194
335, 70.069710, 4450.466797
336, 131.155975, 17262.218750
337, 106.045799, 11133.747070
338, 107.017967, 11352.800781
339, 128.452484, 16564.162109
340, 177.085190, 29170.279297
341, 173.822403, 28385.947266
342, 38.789402, 1173.124634
343, 165.169968, 26221.740234
344, 62.641365, 3454.742676
345, 23.769136, 399.676666
346, 230.549561, 37103.234375
347, 27.807266, 562.110901
348, 244.885071, 36777.261719
349, 157.325867, 24183.341797
350, 200.910492, 34091.957031
351, 72.691559, 4834.743164
352, 205.594574, 34840.777344
353, 159.887238, 24854.697266
354, 128.417908, 16555.269531
355, 183.012283, 30539.015625
356, 71.751755, 4695.089355
357, 48.872795, 1970.911255
358, 42.795303, 1461.827148
359, 115.278336, 13281.158203
360, 6.348740, 26.607105
361, 167.907791, 26917.748047
362, 138.988251, 19316.103516
363, 240.036377, 37039.570312
364, 3.408798, 8.241076
365, 36.764263, 1040.944580
366, 239.156769, 37071.000000
367, 131.043121, 17232.960938
368, 178.497025, 29503.097656
369, 206.407562, 34961.675781
370, 17.666264, 211.985718
371, 208.558655, 35267.226562
372, 53.511848, 2418.908203
373, 138.239777, 19118.269531
374, 9.666920, 61.114067
375, 45.279392, 1659.410767
376, 131.172195, 17266.429688
377, 168.363358, 27032.820312
378, 71.731018, 4691.982422
379, 143.088821, 20403.869141
380, 152.841949, 22998.470703
381, 204.555878, 34682.480469
382, 221.259048, 36637.414062
383, 75.429688, 5254.261230
384, 55.020168, 2575.840088
385, 45.249493, 1656.934204
386, 205.920853, 34889.222656
387, 41.248138, 1345.989624
388, 179.304581, 29691.968750
389, 99.276390, 9658.330078
390, 125.838547, 15895.990234
391, 66.200966, 3914.738770
392, 221.042053, 36621.214844
393, 13.151082, 114.455505
394, 229.683289, 37081.117188
395, 168.448257, 27054.156250
396, 250.789673, 36233.093750
397, 60.569176, 3201.541748
398, 243.917282, 36842.875000
399, 153.995956, 23304.283203
400, 10.865891, 77.417068
401, 82.583344, 6436.545898
402, 131.333252, 17308.250000
403, 101.831619, 10204.634766
404, 101.290237, 10087.823242
405, 165.602631, 26332.085938
406, 127.425377, 16300.769531
407, 167.296036, 26762.818359
408, 43.061890, 1482.335205
409, 71.272423, 4624.627930
410, 155.715805, 23759.074219
411, 158.050156, 24373.564453
412, 212.507263, 35775.140625
413, 9.310555, 56.668301
414, 245.111313, 36760.906250
415, 223.959015, 36822.117188
416, 95.802315, 8937.109375
417, 249.094360, 36415.394531
418, 238.070190, 37101.152344
419, 173.561813, 28322.214844
420, 110.656578, 12187.943359
421, 18.373964, 230.361649
422, 168.443115, 27053.033203
423, 170.336761, 27527.226562
424, 85.770721, 7002.818848
425, 38.618797, 1161.627930
426, 4.748201, 15.250658
427, 12.763633, 107.609879
428, 130.267838, 17032.177734
429, 9.850187, 63.468502
430, 148.661285, 21887.146484
431, 90.284325, 7845.154785
432, 233.489395, 37143.746094
433, 204.908829, 34735.601562
434, 104.147911, 10711.093750
435, 227.730255, 37013.257812
436, 201.778030, 34237.042969
437, 230.662521, 37104.500000
438, 51.357559, 2204.369873
439, 161.780060, 25347.324219
440, 135.527313, 18403.662109
441, 197.775146, 33545.257812
442, 193.767807, 32795.257812
443, 160.265594, 24953.625000
444, 213.096497, 35845.605469
445, 29.483398, 639.019409
446, 123.188240, 15226.226562
447, 190.680435, 32181.287109
448, 96.519661, 9083.961914
449, 65.734726, 3852.648682
450, 115.355186, 13299.633789
451, 119.775612, 14376.495117
452, 122.211174, 14981.389648
453, 123.398499, 15279.032227
454, 54.273407, 2497.500977
455, 204.976730, 34746.953125
456, 83.654404, 6624.141113
457, 146.449615, 21298.212891
458, 28.403599, 588.806641
459, 165.466858, 26297.691406
460, 55.861904, 2665.871338
461, 176.323441, 28988.419922
462, 150.269028, 22314.908203
463, 58.667747, 2978.513184
464, 81.433144, 6238.010742
465, 219.225250, 36471.152344
466, 7.850231, 40.336609
467, 57.160397, 2808.123291
468, 120.913025, 14657.996094
469, 158.383179, 24461.183594
470, 62.298119, 3412.050293
471, 132.649094, 17650.476562
472, 206.512024, 34976.042969
473, 71.904099, 4717.520508
474, 172.654236, 28100.072266
475, 194.705429, 32975.605469
476, 130.603104, 17118.927734
477, 74.536758, 5115.349121
478, 223.557220, 36798.234375
479, 228.023529, 37025.894531
480, 31.093807, 718.288391
481, 24.770067, 436.997925
482, 170.142929, 27478.990234
483, 104.515770, 10792.473633
484, 222.979065, 36760.582031
485, 225.609451, 36916.863281
486, 130.446014, 17078.261719
487, 4.470623, 13.614287
488, 67.058167, 4030.263184
489, 164.389221, 26021.072266
490, 84.367218, 6750.475586
491, 33.166828, 828.253296
492, 102.192017, 10282.712891
493, 223.873627, 36817.054688
494, 118.675591, 14105.890625
495, 35.396133, 956.766785
496, 253.879272, 35846.921875
497, 208.113495, 35205.109375
498, 105.019691, 10904.321289
499, 252.685471, 36002.707031
500, 149.270599, 22049.322266
501, 80.543213, 6086.645020
502, 133.288742, 17817.351562
503, 79.026077, 5833.085449
504, 117.358467, 13784.101562
505, 180.729019, 30020.701172
506, 39.987888, 1255.697021
507, 209.204742, 35354.800781
508, 140.143555, 19621.966797
509, 149.546463, 22122.820312
510, 114.184311, 13019.279297
511, 61.599854, 3326.165039
512, 23.291674, 382.525330
513, 253.920471, 35838.890625
514, 102.442612, 10337.274414
515, 42.040428, 1404.663696
516, 183.692352, 30690.992188
517, 174.157578, 28467.345703
518, 108.814629, 11762.249023
519, 156.992310, 24095.664062
520, 19.580479, 263.676697
521, 149.384964, 22079.906250
522, 56.849960, 2773.806641
523, 30.198906, 673.560181
524, 203.746017, 34555.035156
525, 201.396149, 34173.710938
526, 238.295593, 37095.117188
527, 159.328842, 24708.562500
528, 190.502991, 32145.468750
529, 164.191803, 25970.681641
530, 69.462074, 4363.826660
531, 182.568512, 30439.472656
532, 174.748047, 28610.140625
533, 21.407269, 319.046417
534, 112.039207, 12511.303711
535, 46.342304, 1748.365845
536, 220.908203, 36610.578125
537, 225.089355, 36887.789062
538, 193.767975, 32795.312500
539, 113.083252, 12757.626953
540, 98.846230, 9567.669922
541, 249.694519, 36352.753906
542, 250.649292, 36249.109375
543, 159.044601, 24634.408203
544, 188.657898, 31763.923828
545, 172.800964, 28135.943359
546, 36.629662, 1032.492920
547, 4.547555, 14.058130
548, 111.499504, 12384.716797
549, 124.509323, 15559.071289
550, 229.217804, 37065.992188
551, 254.015625, 35826.375000
552, 53.196220, 2386.810791
553, 14.002275, 130.314835
554, 199.825058, 33906.519531
555, 79.485619, 5909.309082
556, 66.746391, 3988.032959
557, 240.891022, 37006.882812
558, 239.789291, 37049.609375
559, 173.878830, 28399.187500
560, 154.128082, 23339.246094
561, 135.918533, 18506.464844
562, 101.191978, 10066.617188
563, 169.868683, 27410.507812
564, 132.340591, 17570.132812
565, 167.893646, 26914.271484
566, 112.454720, 12609.101562
567, 105.102219, 10922.741211
568, 218.705231, 36426.164062
569, 63.850430, 3607.432617
570, 125.930969, 15919.496094
571, 51.323421, 2201.094238
572, 223.908051, 36820.015625
573, 242.153214, 36945.703125
574, 226.394272, 36954.851562
575, 136.832443, 18746.992188
576, 233.999908, 37146.406250
577, 89.234215, 7644.926270
578, 19.392199, 258.310364
579, 6.069376, 24.384678
580, 3.226273, 7.455938
581, 194.031448, 32845.976562
582, 13.488961, 120.611977
583, 223.431412, 36790.003906
584, 131.578278, 17371.855469
585, 57.176220, 2809.880859
586, 252.862457, 35982.000000
587, 163.478134, 25786.783203
588, 90.667755, 7918.838379
589, 25.705896, 473.637482
590, 231.224808, 37116.117188
591, 212.623932, 35790.652344
592, 73.539505, 4962.725586
593, 95.217514, 8818.195312
594, 147.411255, 21554.314453
595, 158.645157, 24529.708984
596, 95.327370, 8840.463867
597, 215.574081, 36121.285156
598, 245.869675, 36704.085938
599, 119.828285, 14389.452148
600, 148.487274, 21840.988281
601, 24.196903, 415.375031
602, 21.997425, 338.233215
603, 131.606323, 17379.156250
604, 58.107639, 2914.617432
605, 214.775558, 36035.371094
606, 101.558212, 10145.547852
607, 115.527794, 13341.132812
608, 249.870529, 36335.679688
609, 41.702187, 1379.408081
610, 111.750175, 12443.451172
611, 153.015091, 23044.427734
612, 10.666392, 74.560646
613, 51.369347, 2205.557129
614, 13.021352, 112.135269
615, 144.473602, 20772.285156
616, 103.756195, 10624.741211
617, 139.375214, 19418.441406
618, 74.721413, 5143.945801
619, 176.018234, 28915.414062
620, 59.746597, 3103.904785
621, 109.422234, 11902.041016
622, 66.998833, 4022.159180
623, 86.725578, 7177.067383
624, 246.277283, 36672.265625
625, 201.371201, 34169.281250
626, 144.096466, 20671.880859
627, 101.401443, 10111.747070
628, 158.289291, 24436.552734
629, 93.999687, 8573.003906
630, 67.246254, 4055.840576
631, 71.065254, 4594.442871
632, 251.909348, 36101.898438
633, 7.166949, 33.712540
634, 167.426407, 26796.207031
635, 207.647491, 35140.109375
636, 103.981125, 10674.199219
637, 84.726784, 6814.657715
638, 251.381348, 36163.597656
639, 143.353134, 20474.121094
640, 33.065861, 822.683655
641, 219.788712, 36519.445312
642, 81.835617, 6307.150391
643, 247.628738, 36556.375000
644, 33.094570, 824.278625
645, 61.535980, 3318.273438
646, 32.925430, 814.974609
647, 66.107834, 3902.290527
648, 151.655106, 22683.455078
649, 7.068557, 32.809650
650, 220.044128, 36540.062500
651, 210.227753, 35490.316406
652, 4.365181, 13.018694
653, 192.723587, 32590.384766
654, 43.434128, 1511.283325
655, 84.844681, 6835.762207
656, 153.434570, 23155.568359
657, 127.003494, 16192.897461
658, 122.271370, 14996.449219
659, 20.233488, 282.788727
660, 44.733963, 1614.780640
661, 63.255390, 3531.877930
662, 57.466209, 2842.221680
663, 134.934418, 18248.048828
664, 167.454117, 26802.990234
665, 20.569698, 292.920959
666, 81.064751, 6175.145508
667, 94.667397, 8707.087891
668, 138.031891, 19063.292969
669, 200.162933, 33965.042969
670, 101.344986, 10099.610352
671, 158.633026, 24526.697266
672, 58.977333, 3014.243408
673, 153.967163, 23296.765625
674, 105.210091, 10946.798828
675, 237.084335, 37121.472656
676, 190.172440, 32077.574219
677, 245.161697, 36758.542969
678, 67.309715, 4064.476562
679, 15.273177, 156.147751
680, 190.692673, 32184.371094
681, 67.454239, 4084.156982
682, 144.894089, 20884.171875
683, 118.050476, 13952.856445
684, 162.983215, 25658.867188
685, 23.681005, 396.463379
686, 21.778990, 331.059906
687, 100.042877, 9820.796875
688, 66.928802, 4012.661377
689, 159.601181, 24780.109375
690, 243.753387, 36853.355469
691, 223.724487, 36807.554688
692, 130.706741, 17145.785156
693, 173.303146, 28259.011719
694, 164.962753, 26168.417969
695, 142.590271, 20271.365234
696, 249.742889, 36348.226562
697, 5.618243, 21.012026
698, 182.103394, 30333.978516
699, 46.473946, 1759.580078
700, 222.761841, 36746.339844
701, 149.283142, 22052.798828
702, 213.644104, 35909.222656
703, 48.595493, 1945.820190
704, 192.710480, 32588.126953
705, 176.839294, 29111.527344
706, 95.833511, 8943.469727
707, 43.644882, 1527.802246
708, 227.646866, 37010.664062
709, 123.138039, 15213.613281
710, 172.960800, 28175.382812
711, 2.352925, 4.252739
712, 234.496964, 37145.644531
713, 176.717377, 29082.800781
714, 103.532860, 10575.577148
715, 168.838852, 27152.406250
716, 152.331284, 22863.136719
717, 211.236252, 35619.554688
718, 57.390572, 2833.835205
719, 133.206284, 17795.845703
720, 134.412979, 18111.394531
721, 65.899612, 3874.518555
722, 203.125717, 34457.257812
723, 37.459953, 1085.327271
724, 130.620071, 17123.330078
725, 248.582794, 36467.085938
726, 153.309006, 23122.257812
727, 181.042435, 30092.623047
728, 163.971466, 25913.933594
729, 154.049774, 23318.500000
730, 184.228699, 30809.683594
731, 203.526779, 34520.265625
732, 191.977692, 32442.732422
733, 138.552689, 19200.953125
734, 158.271500, 24431.779297
735, 210.185684, 35485.839844
736, 178.203827, 29433.861328
737, 114.933342, 13198.377930
738, 113.386253, 12829.458008
739, 0.267848, 0.172811
740, 248.718674, 36452.691406
741, 86.921989, 7213.112793
742, 227.692032, 37012.027344
743, 153.487717, 23169.591797
744, 2.942583, 6.315980
745, 108.654610, 11725.598633
746, 201.729767, 34228.777344
747, 167.395142, 26788.287109
748, 56.871738, 2776.129395
749, 217.259201, 36291.371094
750, 53.190475, 2386.203613
751, 173.827652, 28386.994141
752, 182.940811, 30522.878906
753, 216.585587, 36224.605469
754, 55.899872, 2669.987061
755, 143.116318, 20411.113281
756, 207.637268, 35138.195312
757, 117.497139, 13817.883789
758, 95.998291, 8977.091797
759, 52.168262, 2283.791748
760, 37.953835, 1117.474854
761, 59.193848, 3039.376709
762, 134.182007, 18050.894531
763, 107.495979, 11461.133789
764, 163.742035, 25854.675781
765, 65.615082, 3836.851074
766, 46.924007, 1798.223145
767, 232.971359, 37142.011719
768, 61.154884, 3272.038086
769, 178.421555, 29485.648438
770, 126.484444, 16060.439453
771, 131.243896, 17285.046875
772, 5.687909, 21.515608
773, 145.050659, 20925.869141
774, 74.874542, 5167.601074
775, 82.829895, 6479.412109
776, 162.087372, 25427.185547
777, 190.313873, 32106.623047
778, 106.048851, 11134.386719
779, 61.144920, 3270.750244
780, 18.072979, 222.436386
781, 139.401337, 19425.388672
782, 21.037724, 307.367096
783, 251.531738, 36146.500000
784, 244.697052, 36790.281250
785, 65.147064, 3775.241211
786, 207.296173, 35090.152344
787, 149.406525, 22085.599609
788, 128.299881, 16524.962891
789, 84.816597, 6830.671875
790, 30.520918, 689.448364
791, 123.351456, 15267.202148
792, 144.267776, 20717.443359
793, 32.389587, 785.975464
794, 251.715942, 36126.207031
795, 170.220108, 27498.177734
796, 130.504593, 17093.441406
797, 217.381409, 36302.519531
798, 174.123138, 28458.738281
799, 164.892715, 26150.476562
800, 149.381241, 22078.808594
801, 90.618584, 7909.271484
802, 66.416290, 3943.506836
803, 98.911369, 9581.327148
804, 239.460754, 37060.847656
805, 47.948956, 1887.910889
806, 47.158691, 1818.544434
807, 127.574585, 16338.964844
808, 155.226562, 23629.972656
809, 192.363586, 32519.923828
810, 128.958466, 16694.294922
811, 216.637741, 36229.230469
812, 184.834824, 30943.140625
813, 250.063431, 36313.945312
814, 161.470795, 25267.105469
815, 100.527718, 9924.194336
816, 36.551594, 1027.602295
817, 7.326460, 35.201374
818, 26.782650, 517.867981
819, 82.746277, 6464.789551
820, 214.691635, 36026.660156
821, 74.696396, 5140.102539
822, 175.961227, 28902.259766
823, 146.044632, 21190.408203
824, 246.254883, 36674.460938
825, 90.341347, 7856.051758
826, 183.961456, 30750.298828
827, 63.611275, 3576.894287
828, 12.365447, 100.819893
829, 200.006729, 33938.187500
830, 112.373657, 12590.034180
831, 43.533768, 1519.098022
832, 223.318192, 36781.703125
833, 84.875328, 6841.270020
834, 127.364845, 16285.285156
835, 55.193626, 2594.326904
836, 188.731491, 31779.755859
837, 130.896530, 17194.980469
838, 15.137861, 153.266037
839, 59.589355, 3085.461426
840, 236.166336, 37136.355469
841, 219.219788, 36471.238281
842, 36.258701, 1009.343567
843, 242.337708, 36934.984375
844, 198.443130, 33664.273438
845, 201.140396, 34131.226562
846, 85.327202, 6922.551758
847, 34.220490, 887.653625
848, 164.892975, 26150.558594
849, 56.511074, 2736.469238
850, 45.475754, 1675.635254
851, 121.334290, 14762.701172
852, 107.285606, 11413.395508
853, 102.907959, 10438.659180
854, 91.707596, 8120.355957
855, 112.664185, 12658.522461
856, 249.138260, 36412.878906
857, 39.442715, 1217.746338
858, 129.495087, 16832.578125
859, 116.947372, 13684.224609
860, 242.087692, 36948.027344
861, 109.933411, 12020.084961
862, 91.865776, 8151.190918
863, 88.765472, 7556.395020
864, 49.675694, 2044.743774
865, 128.483536, 16572.140625
866, 226.671112, 36968.730469
867, 225.661942, 36919.011719
868, 186.131409, 31225.738281
869, 39.053375, 1191.043945
870, 80.700661, 6113.404785
871, 134.700531, 18186.738281
872, 108.953079, 11794.066406
873, 187.523911, 31524.552734
874, 236.222565, 37133.617188
875, 202.684219, 34385.410156
876, 243.723221, 36855.636719
877, 34.802986, 921.532715
878, 120.055550, 14445.575195
879, 88.512924, 7508.953613
880, 63.144356, 3517.777100
881, 85.521271, 6957.630859
882, 16.718969, 188.737320
883, 143.420578, 20492.009766
884, 122.724274, 15109.811523
885, 234.044037, 37145.640625
886, 224.487457, 36853.574219
887, 117.587746, 13839.974609
888, 161.280563, 25217.919922
889, 209.787506, 35433.570312
890, 160.921143, 25124.414062
891, 169.134354, 27226.500000
892, 39.393269, 1214.296509
893, 248.902023, 36435.964844
894, 245.157990, 36757.433594
895, 147.035309, 21454.171875
896, 172.850113, 28148.179688
897, 171.459274, 27805.685547
898, 2.528516, 4.824268
899, 189.031097, 31841.644531
900, 95.365181, 8848.161133
901, 203.726303, 34552.574219
902, 235.062057, 37144.746094
903, 164.180618, 25967.613281
904, 122.679749, 15098.649414
905, 11.378911, 85.044052
906, 153.997162, 23304.646484
907, 222.670609, 36738.730469
908, 77.602287, 5600.174805
909, 207.420883, 35107.917969
910, 234.091721, 37145.964844
911, 89.878494, 7767.502930
912, 241.562347, 36976.187500
913, 41.634037, 1374.408325
914, 174.618652, 28579.144531
915, 193.866348, 32813.902344
916, 83.136055, 6532.915527
917, 242.865448, 36907.460938
918, 16.808582, 190.865784
919, 239.635391, 37055.839844
920, 45.614491, 1687.178833
921, 239.526093, 37056.968750
922, 124.558968, 15571.604492
923, 40.913761, 1321.662842
924, 52.241684, 2291.115723
925, 155.801590, 23781.679688
926, 8.459242, 46.784126
927, 248.251495, 36497.734375
928, 91.508698, 8081.544434
929, 137.574982, 18942.751953
930, 66.588531, 3966.775391
931, 101.450592, 10122.297852
932, 31.333561, 730.520874
933, 220.592346, 36584.839844
934, 127.957771, 16437.158203
935, 137.717575, 18980.402344
936, 225.625519, 36917.843750
937, 173.815216, 28383.601562
938, 95.211449, 8817.075195
939, 87.706223, 7358.284180
